model,category,sample_index,image_id,relative_path,target_class_id,target_class_name,baseline_top1_class_id,baseline_top1_class_name,fudd_top1_class_id,fudd_top1_class_name,baseline_target_rank,fudd_target_rank,target_in_baseline_top10,top1_changed_by_fudd
eva02_clip,degraded,861,1836,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0012_26712.jpg,32,Yellow-billed Cuckoo,32,Yellow-billed Cuckoo,30,Black-billed Cuckoo,1,2,True,True
eva02_clip,degraded,867,1846,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0043_26492.jpg,32,Yellow-billed Cuckoo,32,Yellow-billed Cuckoo,31,Mangrove Cuckoo,1,2,True,True
eva02_clip,degraded,878,1866,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0006_26578.jpg,32,Yellow-billed Cuckoo,32,Yellow-billed Cuckoo,30,Black-billed Cuckoo,1,2,True,True
eva02_clip,degraded,975,2062,037.Acadian_Flycatcher/Acadian_Flycatcher_0036_795577.jpg,36,Acadian Flycatcher,36,Acadian Flycatcher,38,Least Flycatcher,1,2,True,True
eva02_clip,degraded,1005,2126,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0124_29294.jpg,37,Great-Crested Flycatcher,37,Great-Crested Flycatcher,36,Acadian Flycatcher,1,2,True,True
eva02_clip,degraded,1011,2134,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0131_29329.jpg,37,Great-Crested Flycatcher,37,Great-Crested Flycatcher,39,Olive-sided Flycatcher,1,2,True,True
eva02_clip,degraded,1015,2142,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0097_29398.jpg,37,Great-Crested Flycatcher,37,Great-Crested Flycatcher,42,Yellow-bellied Flycatcher,1,2,True,True
eva02_clip,degraded,1017,2145,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0021_29929.jpg,37,Great-Crested Flycatcher,37,Great-Crested Flycatcher,39,Olive-sided Flycatcher,1,2,True,True
eva02_clip,degraded,1018,2146,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0042_29438.jpg,37,Great-Crested Flycatcher,37,Great-Crested Flycatcher,39,Olive-sided Flycatcher,1,2,True,True
eva02_clip,degraded,1021,2153,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0013_29496.jpg,37,Great-Crested Flycatcher,37,Great-Crested Flycatcher,42,Yellow-bellied Flycatcher,1,2,True,True
eva02_clip,degraded,1027,2164,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0074_29553.jpg,37,Great-Crested Flycatcher,37,Great-Crested Flycatcher,42,Yellow-bellied Flycatcher,1,2,True,True
eva02_clip,degraded,1030,2171,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0036_29693.jpg,37,Great-Crested Flycatcher,37,Great-Crested Flycatcher,39,Olive-sided Flycatcher,1,2,True,True
eva02_clip,degraded,1359,2830,050.Eared_Grebe/Eared_Grebe_0036_34048.jpg,49,Eared Grebe,49,Eared Grebe,50,Horned Grebe,1,2,True,True
eva02_clip,degraded,1481,3074,054.Blue_Grosbeak/Blue_Grosbeak_0074_37155.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,2,True,True
eva02_clip,degraded,1483,3076,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,2,True,True
eva02_clip,degraded,1485,3080,054.Blue_Grosbeak/Blue_Grosbeak_0041_37174.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,2,True,True
eva02_clip,degraded,1486,3081,054.Blue_Grosbeak/Blue_Grosbeak_0049_37180.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,3,True,True
eva02_clip,degraded,1487,3083,054.Blue_Grosbeak/Blue_Grosbeak_0112_36679.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,2,True,True
eva02_clip,degraded,1488,3084,054.Blue_Grosbeak/Blue_Grosbeak_0024_36680.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,2,True,True
eva02_clip,degraded,1495,3100,054.Blue_Grosbeak/Blue_Grosbeak_0085_36990.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,2,True,True
eva02_clip,degraded,1499,3108,054.Blue_Grosbeak/Blue_Grosbeak_0027_36703.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,2,True,True
eva02_clip,degraded,1504,3118,054.Blue_Grosbeak/Blue_Grosbeak_0022_37082.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,2,True,True
eva02_clip,degraded,1505,3124,054.Blue_Grosbeak/Blue_Grosbeak_0002_36648.jpg,53,Blue Grosbeak,53,Blue Grosbeak,14,Lazuli Bunting,1,2,True,True
eva02_clip,degraded,1658,3432,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0007_44575.jpg,59,Glaucous-winged Gull,59,Glaucous-winged Gull,58,California Gull,1,3,True,True
eva02_clip,degraded,1666,3448,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0094_44696.jpg,59,Glaucous-winged Gull,59,Glaucous-winged Gull,61,Herring Gull,1,2,True,True
eva02_clip,degraded,1669,3452,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0017_45224.jpg,59,Glaucous-winged Gull,59,Glaucous-winged Gull,58,California Gull,1,2,True,True
eva02_clip,degraded,1677,3470,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0011_44827.jpg,59,Glaucous-winged Gull,59,Glaucous-winged Gull,58,California Gull,1,2,True,True
eva02_clip,degraded,1680,3475,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0111_44856.jpg,59,Glaucous-winged Gull,59,Glaucous-winged Gull,58,California Gull,1,2,True,True
eva02_clip,degraded,1681,3477,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0004_44361.jpg,59,Glaucous-winged Gull,59,Glaucous-winged Gull,61,Herring Gull,1,2,True,True
eva02_clip,degraded,1776,3667,064.Ring_billed_Gull/Ring_Billed_Gull_0013_50180.jpg,63,Ring-billed Gull,63,Ring-billed Gull,58,California Gull,1,2,True,True
eva02_clip,degraded,1780,3677,064.Ring_billed_Gull/Ring_Billed_Gull_0044_50239.jpg,63,Ring-billed Gull,63,Ring-billed Gull,58,California Gull,1,2,True,True
eva02_clip,degraded,1782,3680,064.Ring_billed_Gull/Ring_Billed_Gull_0038_51275.jpg,63,Ring-billed Gull,63,Ring-billed Gull,58,California Gull,1,2,True,True
eva02_clip,degraded,1791,3698,064.Ring_billed_Gull/Ring_Billed_Gull_0128_51403.jpg,63,Ring-billed Gull,63,Ring-billed Gull,58,California Gull,1,2,True,True
eva02_clip,degraded,1794,3705,064.Ring_billed_Gull/Ring_Billed_Gull_0051_51440.jpg,63,Ring-billed Gull,63,Ring-billed Gull,58,California Gull,1,2,True,True
eva02_clip,degraded,1806,3727,065.Slaty_backed_Gull/Slaty_Backed_Gull_0017_796034.jpg,64,Slaty-backed Gull,64,Slaty-backed Gull,65,Western Gull,1,2,True,True
eva02_clip,degraded,1807,3729,065.Slaty_backed_Gull/Slaty_Backed_Gull_0061_53309.jpg,64,Slaty-backed Gull,64,Slaty-backed Gull,65,Western Gull,1,2,True,True
eva02_clip,degraded,1810,3735,065.Slaty_backed_Gull/Slaty_Backed_Gull_0015_796004.jpg,64,Slaty-backed Gull,64,Slaty-backed Gull,65,Western Gull,1,3,True,True
eva02_clip,degraded,1814,3749,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,64,Slaty-backed Gull,64,Slaty-backed Gull,65,Western Gull,1,2,True,True
eva02_clip,degraded,1816,3751,065.Slaty_backed_Gull/Slaty_Backed_Gull_0024_796028.jpg,64,Slaty-backed Gull,64,Slaty-backed Gull,58,California Gull,1,2,True,True
eva02_clip,degraded,1821,3763,065.Slaty_backed_Gull/Slaty_Backed_Gull_0063_796050.jpg,64,Slaty-backed Gull,64,Slaty-backed Gull,58,California Gull,1,3,True,True
eva02_clip,degraded,1822,3766,065.Slaty_backed_Gull/Slaty_Backed_Gull_0036_796053.jpg,64,Slaty-backed Gull,64,Slaty-backed Gull,65,Western Gull,1,2,True,True
eva02_clip,degraded,1895,3917,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0040_57982.jpg,67,Ruby-throated Hummingbird,67,Ruby-throated Hummingbird,66,Anna Hummingbird,1,2,True,True
eva02_clip,degraded,2009,4141,072.Pomarine_Jaeger/Pomarine_Jaeger_0034_61247.jpg,71,Pomarine Jaeger,71,Pomarine Jaeger,70,Long-tailed Jaeger,1,2,True,True
eva02_clip,degraded,2015,4152,072.Pomarine_Jaeger/Pomarine_Jaeger_0080_795751.jpg,71,Pomarine Jaeger,71,Pomarine Jaeger,64,Slaty-backed Gull,1,2,True,True
eva02_clip,degraded,2034,4195,072.Pomarine_Jaeger/Pomarine_Jaeger_0015_61429.jpg,71,Pomarine Jaeger,71,Pomarine Jaeger,64,Slaty-backed Gull,1,3,True,True
eva02_clip,degraded,2068,4262,074.Florida_Jay/Florida_Jay_0086_65025.jpg,73,Florida Jay,73,Florida Jay,72,Blue Jay,1,2,True,True
eva02_clip,degraded,2076,4284,074.Florida_Jay/Florida_Jay_0100_64645.jpg,73,Florida Jay,73,Florida Jay,72,Blue Jay,1,2,True,True
eva02_clip,degraded,2188,4502,078.Gray_Kingbird/Gray_Kingbird_0075_70188.jpg,77,Gray Kingbird,77,Gray Kingbird,39,Olive-sided Flycatcher,1,2,True,True
eva02_clip,degraded,2203,4533,078.Gray_Kingbird/Gray_Kingbird_0031_70308.jpg,77,Gray Kingbird,77,Gray Kingbird,39,Olive-sided Flycatcher,1,2,True,True
eva02_clip,degraded,2334,4796,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0004_73741.jpg,82,White-breasted Kingfisher,82,White-breasted Kingfisher,79,Green Kingfisher,1,2,True,True
eva02_clip,degraded,2378,4889,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0015_73792.jpg,83,Red-legged Kittiwake,83,Red-legged Kittiwake,58,California Gull,1,3,True,True
eva02_clip,degraded,2448,5029,087.Mallard/Mallard_0130_76836.jpg,86,Mallard,86,Mallard,45,Gadwall,1,2,True,True
eva02_clip,degraded,2694,5525,095.Baltimore_Oriole/Baltimore_Oriole_0087_89726.jpg,94,Baltimore Oriole,94,Baltimore Oriole,97,Scott Oriole,1,2,True,True
eva02_clip,degraded,2718,5570,096.Hooded_Oriole/Hooded_Oriole_0024_90157.jpg,95,Hooded Oriole,95,Hooded Oriole,97,Scott Oriole,1,2,True,True
eva02_clip,degraded,2719,5571,096.Hooded_Oriole/Hooded_Oriole_0006_90685.jpg,95,Hooded Oriole,95,Hooded Oriole,97,Scott Oriole,1,2,True,True
eva02_clip,degraded,2724,5578,096.Hooded_Oriole/Hooded_Oriole_0056_89966.jpg,95,Hooded Oriole,95,Hooded Oriole,97,Scott Oriole,1,2,True,True
eva02_clip,degraded,2731,5598,096.Hooded_Oriole/Hooded_Oriole_0045_90415.jpg,95,Hooded Oriole,95,Hooded Oriole,97,Scott Oriole,1,2,True,True
eva02_clip,degraded,2893,5927,102.Western_Wood_Pewee/Western_Wood_Pewee_0037_98127.jpg,101,Western-Wood Pewee,101,Western-Wood Pewee,38,Least Flycatcher,1,3,True,True
eva02_clip,degraded,2901,5942,102.Western_Wood_Pewee/Western_Wood_Pewee_0073_795044.jpg,101,Western-Wood Pewee,101,Western-Wood Pewee,39,Olive-sided Flycatcher,1,3,True,True
eva02_clip,degraded,2903,5949,102.Western_Wood_Pewee/Western_Wood_Pewee_0043_795053.jpg,101,Western-Wood Pewee,101,Western-Wood Pewee,39,Olive-sided Flycatcher,1,3,True,True
eva02_clip,degraded,3065,6284,108.White_necked_Raven/White_Necked_Raven_0006_797347.jpg,107,White-necked Raven,107,White-necked Raven,106,Common Raven,1,2,True,True
eva02_clip,degraded,3071,6299,108.White_necked_Raven/White_Necked_Raven_0060_797365.jpg,107,White-necked Raven,107,White-necked Raven,28,American Crow,1,2,True,True
eva02_clip,degraded,3072,6300,108.White_necked_Raven/White_Necked_Raven_0011_797367.jpg,107,White-necked Raven,107,White-necked Raven,106,Common Raven,1,2,True,True
eva02_clip,degraded,3075,6308,108.White_necked_Raven/White_Necked_Raven_0064_797378.jpg,107,White-necked Raven,107,White-necked Raven,106,Common Raven,1,2,True,True
eva02_clip,degraded,3151,6463,111.Loggerhead_Shrike/Loggerhead_Shrike_0075_106153.jpg,110,Loggerhead Shrike,110,Loggerhead Shrike,111,Great-Grey Shrike,1,2,True,True
eva02_clip,degraded,3159,6476,111.Loggerhead_Shrike/Loggerhead_Shrike_0064_106225.jpg,110,Loggerhead Shrike,110,Loggerhead Shrike,111,Great-Grey Shrike,1,2,True,True
eva02_clip,degraded,3317,6801,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0042_797243.jpg,116,Clay-colored Sparrow,116,Clay-colored Sparrow,118,Field Sparrow,1,5,True,True
eva02_clip,degraded,3327,6826,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0040_110717.jpg,116,Clay-colored Sparrow,116,Clay-colored Sparrow,118,Field Sparrow,1,2,True,True
eva02_clip,degraded,3333,6837,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0097_110516.jpg,116,Clay-colored Sparrow,116,Clay-colored Sparrow,122,Henslow Sparrow,1,2,True,True
eva02_clip,degraded,3455,7078,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0102_116101.jpg,120,Grasshopper Sparrow,120,Grasshopper Sparrow,118,Field Sparrow,1,2,True,True
eva02_clip,degraded,3504,7176,123.Henslow_Sparrow/Henslow_Sparrow_0099_796567.jpg,122,Henslow Sparrow,122,Henslow Sparrow,120,Grasshopper Sparrow,1,4,True,True
eva02_clip,degraded,3552,7277,125.Lincoln_Sparrow/Lincoln_Sparrow_0131_117277.jpg,124,Lincoln Sparrow,124,Lincoln Sparrow,123,Le-Conte Sparrow,1,2,True,True
eva02_clip,degraded,3558,7284,125.Lincoln_Sparrow/Lincoln_Sparrow_0113_117603.jpg,124,Lincoln Sparrow,124,Lincoln Sparrow,123,Le-Conte Sparrow,1,2,True,True
eva02_clip,degraded,3561,7292,125.Lincoln_Sparrow/Lincoln_Sparrow_0035_117383.jpg,124,Lincoln Sparrow,124,Lincoln Sparrow,123,Le-Conte Sparrow,1,2,True,True
eva02_clip,degraded,3567,7306,125.Lincoln_Sparrow/Lincoln_Sparrow_0055_117506.jpg,124,Lincoln Sparrow,124,Lincoln Sparrow,123,Le-Conte Sparrow,1,2,True,True
eva02_clip,degraded,3571,7313,125.Lincoln_Sparrow/Lincoln_Sparrow_0020_117542.jpg,124,Lincoln Sparrow,124,Lincoln Sparrow,123,Le-Conte Sparrow,1,2,True,True
eva02_clip,degraded,3573,7315,125.Lincoln_Sparrow/Lincoln_Sparrow_0074_117584.jpg,124,Lincoln Sparrow,124,Lincoln Sparrow,123,Le-Conte Sparrow,1,2,True,True
eva02_clip,degraded,3575,7319,125.Lincoln_Sparrow/Lincoln_Sparrow_0041_117636.jpg,124,Lincoln Sparrow,124,Lincoln Sparrow,123,Le-Conte Sparrow,1,2,True,True
eva02_clip,degraded,3610,7389,127.Savannah_Sparrow/Savannah_Sparrow_0059_119810.jpg,126,Savannah Sparrow,126,Savannah Sparrow,123,Le-Conte Sparrow,1,2,True,True
eva02_clip,degraded,3611,7391,127.Savannah_Sparrow/Savannah_Sparrow_0106_118294.jpg,126,Savannah Sparrow,126,Savannah Sparrow,130,Vesper Sparrow,1,3,True,True
eva02_clip,degraded,3617,7403,127.Savannah_Sparrow/Savannah_Sparrow_0117_119917.jpg,126,Savannah Sparrow,126,Savannah Sparrow,130,Vesper Sparrow,1,2,True,True
eva02_clip,degraded,3628,7425,127.Savannah_Sparrow/Savannah_Sparrow_0051_118574.jpg,126,Savannah Sparrow,126,Savannah Sparrow,130,Vesper Sparrow,1,2,True,True
eva02_clip,degraded,3629,7428,127.Savannah_Sparrow/Savannah_Sparrow_0135_119620.jpg,126,Savannah Sparrow,126,Savannah Sparrow,130,Vesper Sparrow,1,2,True,True
eva02_clip,degraded,3636,7443,127.Savannah_Sparrow/Savannah_Sparrow_0076_120267.jpg,126,Savannah Sparrow,126,Savannah Sparrow,123,Le-Conte Sparrow,1,2,True,True
eva02_clip,degraded,3637,7446,127.Savannah_Sparrow/Savannah_Sparrow_0093_118267.jpg,126,Savannah Sparrow,126,Savannah Sparrow,130,Vesper Sparrow,1,2,True,True
eva02_clip,degraded,3804,7781,133.White_throated_Sparrow/White_Throated_Sparrow_0132_128833.jpg,132,White-throated Sparrow,132,White-throated Sparrow,124,Lincoln Sparrow,1,2,True,True
eva02_clip,degraded,3858,7894,135.Bank_Swallow/Bank_Swallow_0014_129668.jpg,134,Bank Swallow,134,Bank Swallow,137,Tree Swallow,1,2,True,True
eva02_clip,degraded,4060,8296,142.Black_Tern/Black_Tern_0096_143917.jpg,141,Black Tern,141,Black Tern,145,Forsters Tern,1,2,True,True
eva02_clip,degraded,4085,8338,142.Black_Tern/Black_Tern_0034_144106.jpg,141,Black Tern,141,Black Tern,145,Forsters Tern,1,3,True,True
eva02_clip,degraded,4102,8367,143.Caspian_Tern/Caspian_Tern_0018_146010.jpg,142,Caspian Tern,142,Caspian Tern,144,Elegant Tern,1,2,True,True
eva02_clip,degraded,4118,8412,144.Common_Tern/Common_Tern_0075_148528.jpg,143,Common Tern,143,Common Tern,140,Artic Tern,1,2,True,True
eva02_clip,degraded,4200,8573,146.Forsters_Tern/Forsters_Tern_0126_151257.jpg,145,Forsters Tern,145,Forsters Tern,143,Common Tern,1,2,True,True
eva02_clip,degraded,4204,8580,146.Forsters_Tern/Forsters_Tern_0095_152067.jpg,145,Forsters Tern,145,Forsters Tern,143,Common Tern,1,2,True,True
eva02_clip,degraded,4209,8591,147.Least_Tern/Least_Tern_0025_153678.jpg,146,Least Tern,146,Least Tern,144,Elegant Tern,1,2,True,True
eva02_clip,degraded,4231,8630,147.Least_Tern/Least_Tern_0041_153470.jpg,146,Least Tern,146,Least Tern,144,Elegant Tern,1,2,True,True
eva02_clip,degraded,4358,8895,152.Blue_headed_Vireo/Blue_Headed_Vireo_0105_156229.jpg,151,Blue-headed Vireo,151,Blue-headed Vireo,152,Philadelphia Vireo,1,2,True,True
eva02_clip,degraded,4359,8897,152.Blue_headed_Vireo/Blue_Headed_Vireo_0032_156239.jpg,151,Blue-headed Vireo,151,Blue-headed Vireo,152,Philadelphia Vireo,1,2,True,True
eva02_clip,degraded,4366,8909,152.Blue_headed_Vireo/Blue_Headed_Vireo_0058_156261.jpg,151,Blue-headed Vireo,151,Blue-headed Vireo,152,Philadelphia Vireo,1,2,True,True
eva02_clip,degraded,4371,8922,152.Blue_headed_Vireo/Blue_Headed_Vireo_0049_156082.jpg,151,Blue-headed Vireo,151,Blue-headed Vireo,152,Philadelphia Vireo,1,2,True,True
eva02_clip,degraded,4372,8923,152.Blue_headed_Vireo/Blue_Headed_Vireo_0079_156086.jpg,151,Blue-headed Vireo,151,Blue-headed Vireo,152,Philadelphia Vireo,1,2,True,True
eva02_clip,degraded,4376,8932,152.Blue_headed_Vireo/Blue_Headed_Vireo_0116_156049.jpg,151,Blue-headed Vireo,151,Blue-headed Vireo,152,Philadelphia Vireo,1,2,True,True
eva02_clip,degraded,4409,8996,154.Red_eyed_Vireo/Red_Eyed_Vireo_0141_157205.jpg,153,Red-eyed Vireo,153,Red-eyed Vireo,150,Black-capped Vireo,1,2,True,True
eva02_clip,degraded,4465,9111,155.Warbling_Vireo/Warbling_Vireo_0102_158704.jpg,154,Warbling Vireo,154,Warbling Vireo,177,Swainson Warbler,1,2,True,True
eva02_clip,degraded,4504,9182,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0057_159570.jpg,156,Yellow-throated Vireo,156,Yellow-throated Vireo,42,Yellow-bellied Flycatcher,1,2,True,True
eva02_clip,degraded,4514,9205,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0034_794993.jpg,156,Yellow-throated Vireo,156,Yellow-throated Vireo,97,Scott Oriole,1,2,True,True
eva02_clip,degraded,4621,9426,161.Blue_winged_Warbler/Blue_Winged_Warbler_0049_161856.jpg,160,Blue-winged Warbler,160,Blue-winged Warbler,179,Wilson Warbler,1,3,True,True
eva02_clip,degraded,4646,9473,162.Canada_Warbler/Canada_Warbler_0115_162309.jpg,161,Canada Warbler,161,Canada Warbler,171,Nashville Warbler,1,2,True,True
eva02_clip,degraded,4654,9490,162.Canada_Warbler/Canada_Warbler_0093_162356.jpg,161,Canada Warbler,161,Canada Warbler,171,Nashville Warbler,1,3,True,True
eva02_clip,degraded,4670,9524,162.Canada_Warbler/Canada_Warbler_0051_162447.jpg,161,Canada Warbler,161,Canada Warbler,171,Nashville Warbler,1,2,True,True
eva02_clip,degraded,4689,9558,163.Cape_May_Warbler/Cape_May_Warbler_0003_162920.jpg,162,Cape-May Warbler,162,Cape-May Warbler,174,Pine Warbler,1,2,True,True
eva02_clip,degraded,4834,9849,168.Kentucky_Warbler/Kentucky_Warbler_0023_165247.jpg,167,Kentucky Warbler,167,Kentucky Warbler,199,Common Yellowthroat,1,2,True,True
eva02_clip,degraded,4837,9856,168.Kentucky_Warbler/Kentucky_Warbler_0047_165298.jpg,167,Kentucky Warbler,167,Kentucky Warbler,178,Tennessee Warbler,1,2,True,True
eva02_clip,degraded,4860,9905,169.Magnolia_Warbler/Magnolia_Warbler_0026_165498.jpg,168,Magnolia Warbler,168,Magnolia Warbler,174,Pine Warbler,1,2,True,True
