sample_index,image_id,relative_path,target_class_id,target_class_name,openai_clip_category,eva02_clip_category,openai_clip_baseline_top1_class_id,openai_clip_baseline_top1_class_name,openai_clip_fudd_top1_class_id,openai_clip_fudd_top1_class_name,openai_clip_baseline_target_rank,openai_clip_fudd_target_rank,eva02_clip_baseline_top1_class_id,eva02_clip_baseline_top1_class_name,eva02_clip_fudd_top1_class_id,eva02_clip_fudd_top1_class_name,eva02_clip_baseline_target_rank,eva02_clip_fudd_target_rank
570,1230,022.Chuck_will_Widow/Chuck_Will_Widow_0029_22751.jpg,21,Chuck-will Widow,both_wrong,both_wrong,91,Nighthawk,91,Nighthawk,6,2,91,Nighthawk,91,Nighthawk,2,2
572,1235,023.Brandt_Cormorant/Brandt_Cormorant_0092_23061.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,4,3,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
573,1237,023.Brandt_Cormorant/Brandt_Cormorant_0002_23072.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,,,7,Rhinoceros Auklet,24,Pelagic Cormorant,8,3
576,1244,023.Brandt_Cormorant/Brandt_Cormorant_0064_22849.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
578,1249,023.Brandt_Cormorant/Brandt_Cormorant_0079_22874.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,3,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
579,1254,023.Brandt_Cormorant/Brandt_Cormorant_0001_23398.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
580,1255,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,22,Brandt Cormorant,both_wrong,both_wrong,57,Pigeon Guillemot,57,Pigeon Guillemot,,,57,Pigeon Guillemot,57,Pigeon Guillemot,,
581,1257,023.Brandt_Cormorant/Brandt_Cormorant_0028_22892.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
582,1258,023.Brandt_Cormorant/Brandt_Cormorant_0042_23151.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,3,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
584,1262,023.Brandt_Cormorant/Brandt_Cormorant_0026_22913.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
588,1267,023.Brandt_Cormorant/Brandt_Cormorant_0007_22934.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
590,1269,023.Brandt_Cormorant/Brandt_Cormorant_0091_22825.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,4,4,24,Pelagic Cormorant,24,Pelagic Cormorant,3,2
592,1272,023.Brandt_Cormorant/Brandt_Cormorant_0078_23203.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
593,1273,023.Brandt_Cormorant/Brandt_Cormorant_0053_22957.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,3,3,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
596,1283,023.Brandt_Cormorant/Brandt_Cormorant_0073_23259.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,3,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
599,1289,023.Brandt_Cormorant/Brandt_Cormorant_0047_23337.jpg,22,Brandt Cormorant,both_wrong,both_wrong,24,Pelagic Cormorant,24,Pelagic Cormorant,3,2,24,Pelagic Cormorant,24,Pelagic Cormorant,2,2
603,1297,024.Red_faced_Cormorant/Red_Faced_Cormorant_0069_796274.jpg,23,Red-faced Cormorant,both_wrong,both_wrong,22,Brandt Cormorant,24,Pelagic Cormorant,4,4,22,Brandt Cormorant,22,Brandt Cormorant,3,3
